Date,Month,Year,Channel,Location,Format,Ad_Name,Full_Ad_Name,Purchases,Revenue,Impressions,Ad_Clicks,Spend,Leads
2022-02-02,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,184,56,28.912,
2022-02-02,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,102,13,6.413333,
2022-02-02,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,157,44,65.762667,
2022-02-03,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,37,3,2.582667,
2022-02-03,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,27,2,0.676,
2022-02-03,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,72,21,10.798667,
2022-02-03,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,267.338474,91,22,37.232,
2022-02-03,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,2,798.6,137,38,29.64,
2022-02-04,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,1,3.518667,
2022-02-04,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,40,14,14.404,
2022-02-04,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,45,10,7.730667,
2022-02-04,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,3,1227.587534,130,59,29.068,
2022-02-04,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,4,3161.68,138,35,49.677333,
2022-02-05,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,3,1,0.208,
2022-02-05,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,2,0,0,
2022-02-05,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1053.822639,48,10,6.552,
2022-02-05,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,599.176623,142,52,27.924,
2022-02-05,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2360.229499,95,31,48.949333,
2022-02-06,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,17,1,0.017333,
2022-02-06,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,63,16,4.368,
2022-02-06,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,57,17,11.405333,
2022-02-06,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,47.361974,97,24,45.968,
2022-02-06,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,1133.29419,184,71,42.744,
2022-02-07,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,4,1,0.866667,
2022-02-07,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,312.007178,12,6,11.769333,
2022-02-07,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,74,18,7.332,
2022-02-07,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,456.12,161,55,36.4,
2022-02-07,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,2698.95768,195,40,52.988,
2022-02-08,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,27,2,0.606667,
2022-02-08,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,42.917551,51,6,5.165333,
2022-02-08,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,129.241588,131,43,39.086667,
2022-02-08,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,2,1064.8,113,24,20.522667,
2022-02-08,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,386.942822,116,37,16.432,
2022-02-09,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,1,0.121333,
2022-02-09,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,199.2,49,20,15.374667,
2022-02-09,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,690.56,185,54,24.110667,
2022-02-09,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,548.4,119,21,7.349333,
2022-02-09,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,603.164285,159,52,57.997333,
2022-02-10,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,36,7,3.692,
2022-02-10,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,44,9,1.629333,
2022-02-10,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,96,24,12.930667,
2022-02-10,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,0,0,106,24,23.694667,
2022-02-10,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,3,1731.495715,166,55,43.870667,
2022-02-11,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,14,4,0.242667,
2022-02-11,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,48,15,10.348,
2022-02-11,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,65,7,1.473333,
2022-02-11,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,382.4,132,30,33.28,
2022-02-11,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,3,799.612202,208,69,35.845333,
2022-02-12,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-02-12,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,1,0,0,
2022-02-12,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,63,16,7.54,
2022-02-12,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,2609.6,150,45,32.118667,
2022-02-12,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1003.30526,82,14,24.110667,
2022-02-13,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,16,2,1.508,
2022-02-13,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,201,69,46.002667,
2022-02-13,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,92.712859,66,18,21.632,
2022-02-13,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,421.06,79,21,5.044,
2022-02-13,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,1047.982538,75,24,36.833333,
2022-02-14,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,6,2,1.906667,
2022-02-14,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,102,17,15.253333,
2022-02-14,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,733.6,24,12,11.249333,
2022-02-14,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,119,192,68,41.565333,
2022-02-14,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,327.2,168,32,41.652,
2022-02-15,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,21,3,1.230667,
2022-02-15,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,52,10,4.402667,
2022-02-15,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,102,37,28.530667,
2022-02-15,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,215.2,124,22,37.925333,
2022-02-15,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,2,496.7,104,29,38.237333,
2022-02-16,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,5,1,0.017333,
2022-02-16,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,36,7,5.009333,
2022-02-16,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,1338,73,14,9.672,
2022-02-16,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,785.088277,179,50,68.796,
2022-02-16,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,3,1393.599442,183,58,28.357333,
2022-02-17,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,47,8,7.210667,
2022-02-17,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,362.4,138,35,39.658667,
2022-02-17,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,1,2815.4,47,11,7.8,
2022-02-17,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,1870.555411,119,36,19.898667,
2022-02-17,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1034.233345,90,20,30.42,
2022-02-18,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,15,7,0.554667,
2022-02-18,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,51,22,18.858667,
2022-02-18,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,204,84,45.482667,
2022-02-18,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,88,23,11.682667,
2022-02-18,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,471.2,139,22,24.197333,
2022-02-19,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,0,0,
2022-02-19,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,113,22,34.684,
2022-02-19,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,7,0,0,
2022-02-19,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,72,16,7.193333,
2022-02-19,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,4,3367,163,53,22.048,
2022-02-20,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,20,1,0.242667,
2022-02-20,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,68,17,22.516,
2022-02-20,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,113,27,8.025333,
2022-02-20,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,221,66,39.849333,
2022-02-20,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,805.6,83,25,45.864,
2022-02-21,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-02-21,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,16,5,4.524,
2022-02-21,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,236,79,50.977333,
2022-02-21,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,134,26,11.214667,
2022-02-21,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,1000.8,164,33,53.646667,
2022-02-22,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,20,2,2.322667,
2022-02-22,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,,,98,26,17.090667,
2022-02-22,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,69,13,11.682667,
2022-02-22,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,4030.2,118,20,32.916,
2022-02-22,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,3,1920.8,152,37,53.265333,
2022-02-23,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,7,0,0,
2022-02-23,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,9.514112,170,55,20.834667,
2022-02-23,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,0,0,76,9,4.125333,
2022-02-23,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,338.898014,29,9,10.434667,
2022-02-23,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,273.2,202,55,80.894667,
2022-02-24,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,32,5,6.24,
2022-02-24,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,34,8,4.853333,
2022-02-24,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,,,95,14,25.636,
2022-02-24,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,448.2,128,37,34.476,
2022-02-24,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,223.2,91,34,16.484,
2022-02-25,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,18,1,0.104,
2022-02-25,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,,,51,10,14.56,
2022-02-25,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,105,15,4.593333,
2022-02-25,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,0,0,221,58,31.910667,
2022-02-25,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,1,117.801986,148,26,35.186667,
2022-02-26,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,1,0,0,
2022-02-26,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,99,13,14.594667,
2022-02-26,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,0,0,5,2,3.293333,
2022-02-26,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,2,637.6,179,56,36.746667,
2022-02-26,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,2360.1,104,25,57.668,
2022-02-27,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,493.2,100,23,35.186667,
2022-02-27,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,988.2,207,68,35.828,
2022-02-27,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,2,653.6,92,12,11.422667,
2022-02-27,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,2,703.024643,111,23,48.186667,
2022-02-27,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,3,438.4,31,3,5.650667,
2022-02-28,February,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,4,0,0,
2022-02-28,February,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,125,30,18.806667,
2022-02-28,February,2022,Google Search,CAN,Text,AB/BC Generic,WR _ 2024 _ Google Search _ Canada _ Both Device _ AB/BC Generic,1,418.4,8,3,3.813333,
2022-02-28,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2023 _ Google Search _ Interested _ Mobile _ Victoria Generic,1,255.562344,207,59,31.009333,
2022-02-28,February,2022,Google Search,Interested,Text,Victoria Generic,WR _ 2024 _ Google Search _ Interested _ Desktop _ Victoria Generic,5,2663.694957,209,53,76.110667,
2022-03-01,March,2022,Google Search,CAN,Text,BC DSA,WR _ 2023 _ Google Search _ Canada _ Both Device _ BC DSA,,,24,2,0.693333,
2022-03-01,March,2022,Google Search,Interested,Text,Victoria DSA,WR _ 2024 _ Google Search _ Interested _ Both Device _ Victoria DSA,,,58,9,5.148,
